Roll No,Program,Course,Course Title,Credit Hrs.,GP,Grade,Sem.,Num of Semester,Batch,Num of Semester - Formulae
56K-1455,BS(CS),SS108,Technical and Business Writing,3,2,C,Sp 2013,6,2010,6
56K-1455,BS(CS),CS401,Artificial Intelligence,3,1.67,C-,Fa 2013,7,2010,7
56K-1455,BS(CS),CS422,Human Computer Interaction,3,2.67,B-,Fa 2013,7,2010,7
56K-1455,BS(CS),CS491,Project - I,3,3,B,Fa 2013,7,2010,7
56K-1455,BS(CS),CS575,Mobile Computing,3,2.33,C+,Fa 2013,7,2010,7
56K-1455,BS(CS),SS201,Professional Issues in IT,3,2.33,C+,Fa 2013,7,2010,7
56K-1455,BS(CS),CS492,Project - II,3,3.67,A-,Sp 2014,8,2010,8
56K-1455,BS(CS),CS499,Introduction to Cloud Computing,3,1.33,D+,Sp 2014,8,2010,8
56K-1455,BS(CS),CS540,Design Patterns,3,0,F,Sp 2014,8,2010,8
56K-1455,BS(CS),EE442,Network Protocols and Standards,3,2.67,B-,Sp 2014,8,2010,8
56K-1455,BS(CS),MG407,International HR Management,3,2,C,Sp 2014,8,2010,8
56K-1455,BS(CS),CS518,Software Quality Assurance,3,3.33,B+,Sp 2015,,2010,
56K-1456,BS(CS),CS102,Introduction to Computer Science,4,0,F,Fa 2010,1,2010,1
56K-1456,BS(CS),MT101,Calculus - I,3,0,F,Fa 2010,1,2010,1
56K-1456,BS(CS),NS111,Physics,3,0,F,Fa 2010,1,2010,1
56K-1456,BS(CS),SS102,English Language,4,0,F,Fa 2010,1,2010,1
56K-1456,BS(CS),SS113,Pakistan Studies,3,0,F,Fa 2010,1,2010,1
56K-1457,BS(CS),CS102,Introduction to Computer Science,4,2,C,Fa 2010,1,2010,1
56K-1457,BS(CS),MT101,Calculus - I,3,3.33,B+,Fa 2010,1,2010,1
56K-1457,BS(CS),NS111,Physics,3,2,C,Fa 2010,1,2010,1
56K-1457,BS(CS),SS102,English Language,4,3.33,B+,Fa 2010,1,2010,1
56K-1457,BS(CS),SS113,Pakistan Studies,3,3.33,B+,Fa 2010,1,2010,1
56K-1457,BS(CS),CS104,Computer Programming,4,2,C,Sp 2011,2,2010,2
56K-1457,BS(CS),EE109,Digital Logic Design,4,3,B,Sp 2011,2,2010,2
56K-1457,BS(CS),MT115,Calculus - II,3,4,A,Sp 2011,2,2010,2
56K-1457,BS(CS),SS111,Islamic & Religious Studies,3,3,B,Sp 2011,2,2010,2
56K-1457,BS(CS),SS122,English Composition,3,4,A+,Sp 2011,2,2010,2
56K-1457,BS(CS),CS201,Data Structures,3,2.67,B-,Fa 2011,3,2010,3
56K-1457,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,3.33,B+,Fa 2011,3,2010,3
56K-1457,BS(CS),MT104,Linear Algebra,3,3.33,B+,Fa 2011,3,2010,3
56K-1457,BS(CS),MT217,Discrete Structures,3,3,B,Fa 2011,3,2010,3
56K-1457,BS(CS),SS123,Communication Skills,3,4,A,Fa 2011,3,2010,3
56K-1457,BS(CS),CS206,Operating Systems,4,1.67,C-,Sp 2012,4,2010,4
56K-1457,BS(CS),CS301,Theory of Automata,3,3.33,B+,Sp 2012,4,2010,4
56K-1457,BS(CS),CS313,Object Oriented Analysis & Design,4,3.33,B+,Sp 2012,4,2010,4
56K-1457,BS(CS),MG103,Finance & Accounting,3,3.33,B+,Sp 2012,4,2010,4
56K-1457,BS(CS),MT206,Probability & Statistics,4,3,B,Sp 2012,4,2010,4
56K-1457,BS(CS),SS103,Arabic Language,3,4,A,Su 2012,Summer 2,2010,Summer 2
56K-1457,BS(CS),CS204,Database Systems,4,3.33,B+,Fa 2012,5,2010,5
56K-1457,BS(CS),CS314,Computer Networks,4,3.67,A-,Fa 2012,5,2010,5
56K-1457,BS(CS),CS498,Information Systems Security,3,4,A,Fa 2012,5,2010,5
56K-1457,BS(CS),MG401,Human Resource Management,3,3.33,B+,Fa 2012,5,2010,5
56K-1457,BS(CS),MT203,Differential Equations,3,4,A,Fa 2012,5,2010,5
56K-1457,BS(CS),CS302,Design & Analysis of Algorithms,3,2.67,B-,Sp 2013,6,2010,6
56K-1457,BS(CS),CS303,Software Engineering,3,4,A+,Sp 2013,6,2010,6
56K-1457,BS(CS),CS406,Web Programming,3,3.67,A-,Sp 2013,6,2010,6
56K-1457,BS(CS),EE204,Computer Architecture,3,4,A,Sp 2013,6,2010,6
56K-1457,BS(CS),SS108,Technical and Business Writing,3,4,A+,Sp 2013,6,2010,6
56K-1457,BS(CS),CS401,Artificial Intelligence,3,4,A,Fa 2013,7,2010,7
56K-1457,BS(CS),CS422,Human Computer Interaction,3,4,A,Fa 2013,7,2010,7
56K-1457,BS(CS),CS491,Project - I,3,4,A,Fa 2013,7,2010,7
56K-1457,BS(CS),CS575,Mobile Computing,3,4,A,Fa 2013,7,2010,7
56K-1457,BS(CS),SS201,Professional Issues in IT,3,3.33,B+,Fa 2013,7,2010,7
56K-1457,BS(CS),CS492,Project - II,3,3.67,A-,Sp 2014,8,2010,8
56K-1457,BS(CS),CS518,Software Quality Assurance,3,4,A,Sp 2014,8,2010,8
56K-1457,BS(CS),CS559,High Performance Computing,3,3.33,B+,Sp 2014,8,2010,8
56K-1457,BS(CS),EE442,Network Protocols and Standards,3,3,B,Sp 2014,8,2010,8
56K-1458,BS(CS),CS102,Introduction to Computer Science,4,0,W,Fa 2010,1,2010,1
56K-1458,BS(CS),MT101,Calculus - I,3,1,D,Fa 2010,1,2010,1
56K-1458,BS(CS),NS111,Physics,3,1.67,C-,Fa 2010,1,2010,1
56K-1458,BS(CS),SS102,English Language,4,2,C,Fa 2010,1,2010,1
56K-1458,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1458,BS(CS),CS102,Introduction to Computer Science,4,2.33,C+,Sp 2011,2,2010,2
56K-1458,BS(CS),EE109,Digital Logic Design,4,0,W,Sp 2011,2,2010,2
56K-1458,BS(CS),MT101,Calculus - I,3,3.67,A-,Sp 2011,2,2010,2
56K-1458,BS(CS),SS111,Islamic & Religious Studies,3,2.67,B-,Sp 2011,2,2010,2
56K-1458,BS(CS),EE109,Digital Logic Design,4,2.67,B-,Su 2011,Summer 1,2010,Summer 1
56K-1458,BS(CS),CS104,Computer Programming,4,1.67,C-,Fa 2011,3,2010,3
56K-1458,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,2,C,Fa 2011,3,2010,3
56K-1458,BS(CS),MT104,Linear Algebra,3,1,D,Fa 2011,3,2010,3
56K-1458,BS(CS),MT115,Calculus - II,3,2.33,C+,Fa 2011,3,2010,3
56K-1458,BS(CS),MT217,Discrete Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1458,BS(CS),CS201,Data Structures,3,1.67,C-,Sp 2012,4,2010,4
56K-1458,BS(CS),CS301,Theory of Automata,3,0,W,Sp 2012,4,2010,4
56K-1458,BS(CS),MG110,Principles of Marketing,3,2.33,C+,Sp 2012,4,2010,4
56K-1458,BS(CS),MT206,Probability & Statistics,4,0,W,Sp 2012,4,2010,4
56K-1458,BS(CS),SS122,English Composition,3,1,D,Sp 2012,4,2010,4
56K-1458,BS(CS),CS204,Database Systems,4,2,C,Fa 2012,5,2010,5
56K-1458,BS(CS),CS301,Theory of Automata,3,2.33,C+,Fa 2012,5,2010,5
56K-1458,BS(CS),CS313,Object Oriented Analysis & Design,4,1.67,C-,Fa 2012,5,2010,5
56K-1458,BS(CS),MG401,Human Resource Management,3,2,C,Fa 2012,5,2010,5
56K-1458,BS(CS),MT206,Probability & Statistics,4,4,A,Fa 2012,5,2010,5
56K-1458,BS(CS),CS206,Operating Systems,4,1.67,C-,Sp 2013,6,2010,6
56K-1458,BS(CS),CS302,Design & Analysis of Algorithms,3,0,F,Sp 2013,6,2010,6
56K-1458,BS(CS),CS303,Software Engineering,3,2.33,C+,Sp 2013,6,2010,6
56K-1458,BS(CS),CS314,Computer Networks,4,1.67,C-,Sp 2013,6,2010,6
56K-1458,BS(CS),EE204,Computer Architecture,3,2,C,Sp 2013,6,2010,6
56K-1458,BS(CS),SS103,Arabic Language,3,2.67,B-,Su 2013,Summer 3,2010,Summer 3
56K-1458,BS(CS),CS302,Design & Analysis of Algorithms,3,2,C,Fa 2013,7,2010,7
56K-1458,BS(CS),CS422,Human Computer Interaction,3,2,C,Fa 2013,7,2010,7
56K-1458,BS(CS),CS525,Requirement Engineering,3,2.33,C+,Fa 2013,7,2010,7
56K-1458,BS(CS),MT303,Operations Research,3,2.67,B-,Fa 2013,7,2010,7
56K-1458,BS(CS),SS201,Professional Issues in IT,3,2,C,Fa 2013,7,2010,7
56K-1458,BS(CS),CS401,Artificial Intelligence,3,0,F,Sp 2014,8,2010,8
56K-1458,BS(CS),CS491,Project - I,3,3.33,B+,Sp 2014,8,2010,8
56K-1458,BS(CS),CS518,Software Quality Assurance,3,2,C,Sp 2014,8,2010,8
56K-1458,BS(CS),MG407,International HR Management,3,2.33,C+,Sp 2014,8,2010,8
56K-1458,BS(CS),SS108,Technical and Business Writing,3,1.33,D+,Sp 2014,8,2010,8
56K-1458,BS(CS),CS408,Data Warehousing,3,1.67,C-,Su 2014,Summer 4,2010,Summer 4
56K-1458,BS(CS),CS431,Topics in Computer Science,3,1.67,C-,Su 2014,Summer 4,2010,Summer 4
56K-1458,BS(CS),CS401,Artificial Intelligence,3,2,C,Fa 2014,9,2010,9
56K-1458,BS(CS),CS429,Data Mining,3,2.33,C+,Fa 2014,9,2010,9
56K-1458,BS(CS),CS433,Advanced Programming,3,1.33,D+,Fa 2014,9,2010,9
56K-1458,BS(CS),CS492,Project - II,3,3,B,Fa 2014,9,2010,9
56K-1459,BS(CS),CS102,Introduction to Computer Science,4,1.33,D+,Fa 2010,1,2010,1
56K-1459,BS(CS),MT101,Calculus - I,3,1,D,Fa 2010,1,2010,1
56K-1459,BS(CS),NS111,Physics,3,3.33,B+,Fa 2010,1,2010,1
56K-1459,BS(CS),SS102,English Language,4,4,A,Fa 2010,1,2010,1
56K-1459,BS(CS),SS113,Pakistan Studies,3,3,B,Fa 2010,1,2010,1
56K-1459,BS(CS),CS104,Computer Programming,4,1.33,D+,Sp 2011,2,2010,2
56K-1459,BS(CS),EE109,Digital Logic Design,4,2.33,C+,Sp 2011,2,2010,2
56K-1459,BS(CS),MT115,Calculus - II,3,2,C,Sp 2011,2,2010,2
56K-1459,BS(CS),SS111,Islamic & Religious Studies,3,3.67,A-,Sp 2011,2,2010,2
56K-1459,BS(CS),SS122,English Composition,3,4,A,Sp 2011,2,2010,2
56K-1459,BS(CS),CS201,Data Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1459,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,4,A,Fa 2011,3,2010,3
56K-1459,BS(CS),MG101,Fundamentals of Management,3,4,A,Fa 2011,3,2010,3
56K-1459,BS(CS),MT104,Linear Algebra,3,3.67,A-,Fa 2011,3,2010,3
56K-1459,BS(CS),MT217,Discrete Structures,3,2.33,C+,Fa 2011,3,2010,3
56K-1459,BS(CS),CS206,Operating Systems,4,3,B,Sp 2012,4,2010,4
56K-1459,BS(CS),CS301,Theory of Automata,3,3,B,Sp 2012,4,2010,4
56K-1459,BS(CS),CS313,Object Oriented Analysis & Design,4,3.33,B+,Sp 2012,4,2010,4
56K-1459,BS(CS),MG103,Finance & Accounting,3,3.33,B+,Sp 2012,4,2010,4
56K-1459,BS(CS),MT206,Probability & Statistics,4,3.33,B+,Sp 2012,4,2010,4
56K-1459,BS(CS),CS204,Database Systems,4,3,B,Fa 2012,5,2010,5
56K-1459,BS(CS),CS314,Computer Networks,4,4,A+,Fa 2012,5,2010,5
56K-1459,BS(CS),CS423,Information Processing Techniques,3,3,B,Fa 2012,5,2010,5
56K-1459,BS(CS),MG401,Human Resource Management,3,3,B,Fa 2012,5,2010,5
56K-1459,BS(CS),MT203,Differential Equations,3,2.67,B-,Fa 2012,5,2010,5
56K-1459,BS(CS),CS302,Design & Analysis of Algorithms,3,2.33,C+,Sp 2013,6,2010,6
56K-1459,BS(CS),CS303,Software Engineering,3,3.33,B+,Sp 2013,6,2010,6
56K-1459,BS(CS),CS406,Web Programming,3,3,B,Sp 2013,6,2010,6
56K-1459,BS(CS),EE204,Computer Architecture,3,3.33,B+,Sp 2013,6,2010,6
56K-1459,BS(CS),SS108,Technical and Business Writing,3,4,A,Sp 2013,6,2010,6
56K-1459,BS(CS),CS422,Human Computer Interaction,3,4,A+,Fa 2013,7,2010,7
56K-1459,BS(CS),CS491,Project - I,3,4,A,Fa 2013,7,2010,7
56K-1459,BS(CS),CS540,Design Patterns,3,3,B,Fa 2013,7,2010,7
56K-1459,BS(CS),CS575,Mobile Computing,3,3.33,B+,Fa 2013,7,2010,7
56K-1459,BS(CS),SS201,Professional Issues in IT,3,3.33,B+,Fa 2013,7,2010,7
56K-1459,BS(CS),CS401,Artificial Intelligence,3,3.33,B+,Sp 2014,8,2010,8
56K-1459,BS(CS),CS492,Project - II,3,4,A,Sp 2014,8,2010,8
56K-1459,BS(CS),CS499,Introduction to Cloud Computing,3,2.33,C+,Sp 2014,8,2010,8
56K-1459,BS(CS),CS518,Software Quality Assurance,3,4,A,Sp 2014,8,2010,8
56K-1459,BS(CS),MG321,Cyber/Internet Marketing,3,4,A,Sp 2014,8,2010,8
56K-1460,BS(CS),CS102,Introduction to Computer Science,4,1,D,Fa 2010,1,2010,1
56K-1460,BS(CS),MT101,Calculus - I,3,3.33,B+,Fa 2010,1,2010,1
56K-1460,BS(CS),NS111,Physics,3,0,F,Fa 2010,1,2010,1
56K-1460,BS(CS),SS102,English Language,4,2,C,Fa 2010,1,2010,1
56K-1460,BS(CS),SS113,Pakistan Studies,3,2.33,C+,Fa 2010,1,2010,1
56K-1460,BS(CS),CS104,Computer Programming,4,1.67,C-,Sp 2011,2,2010,2
56K-1460,BS(CS),MT115,Calculus - II,3,3.67,A-,Sp 2011,2,2010,2
56K-1460,BS(CS),NS111,Physics,3,4,A,Sp 2011,2,2010,2
56K-1460,BS(CS),SS111,Islamic & Religious Studies,3,1.67,C-,Sp 2011,2,2010,2
56K-1460,BS(CS),CS201,Data Structures,3,2.67,B-,Fa 2011,3,2010,3
56K-1460,BS(CS),MG102,Principles of Economics,3,2.67,B-,Fa 2011,3,2010,3
56K-1460,BS(CS),MT104,Linear Algebra,3,3.33,B+,Fa 2011,3,2010,3
56K-1460,BS(CS),MT217,Discrete Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1460,BS(CS),SS123,Communication Skills,3,2.33,C+,Fa 2011,3,2010,3
56K-1460,BS(CS),CS301,Theory of Automata,3,1.33,D+,Sp 2012,4,2010,4
56K-1460,BS(CS),CS313,Object Oriented Analysis & Design,4,2.33,C+,Sp 2012,4,2010,4
56K-1460,BS(CS),EE109,Digital Logic Design,4,3.33,B+,Sp 2012,4,2010,4
56K-1460,BS(CS),MT206,Probability & Statistics,4,2.33,C+,Sp 2012,4,2010,4
56K-1460,BS(CS),SS122,English Composition,3,2,C,Sp 2012,4,2010,4
56K-1460,BS(CS),CS406,Web Programming,3,2,C,Su 2012,Summer 2,2010,Summer 2
56K-1460,BS(CS),CS204,Database Systems,4,1.33,D+,Fa 2012,5,2010,5
56K-1460,BS(CS),CS314,Computer Networks,4,3,B,Fa 2012,5,2010,5
56K-1460,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,4,A,Fa 2012,5,2010,5
56K-1460,BS(CS),MG401,Human Resource Management,3,2.33,C+,Fa 2012,5,2010,5
56K-1460,BS(CS),MT203,Differential Equations,3,3,B,Fa 2012,5,2010,5
56K-1460,BS(CS),CS206,Operating Systems,4,1.33,D+,Sp 2013,6,2010,6
56K-1460,BS(CS),CS302,Design & Analysis of Algorithms,3,2,C,Sp 2013,6,2010,6
56K-1460,BS(CS),CS303,Software Engineering,3,1.33,D+,Sp 2013,6,2010,6
56K-1460,BS(CS),EE204,Computer Architecture,3,3.67,A-,Sp 2013,6,2010,6
56K-1460,BS(CS),SS108,Technical and Business Writing,3,2.33,C+,Sp 2013,6,2010,6
56K-1460,BS(CS),MG110,Principles of Marketing,3,3.33,B+,Su 2013,Summer 3,2010,Summer 3
56K-1460,BS(CS),CS206,Operating Systems,4,3.33,B+,Fa 2013,7,2010,7
56K-1460,BS(CS),CS422,Human Computer Interaction,3,2.67,B-,Fa 2013,7,2010,7
56K-1460,BS(CS),CS446,Information Systems Security,3,4,A,Fa 2013,7,2010,7
56K-1460,BS(CS),CS491,Project - I,3,3.67,A-,Fa 2013,7,2010,7
56K-1460,BS(CS),CS525,Requirement Engineering,3,3.33,B+,Fa 2013,7,2010,7
56K-1460,BS(CS),SS201,Professional Issues in IT,3,3.33,B+,Fa 2013,7,2010,7
56K-1460,BS(CS),CS401,Artificial Intelligence,3,4,A,Sp 2014,8,2010,8
56K-1460,BS(CS),CS444,Usability Engineering,3,3,B,Sp 2014,8,2010,8
56K-1460,BS(CS),CS492,Project - II,3,4,A,Sp 2014,8,2010,8
56K-1460,BS(CS),CS517,Software Project Management,3,3.33,B+,Sp 2014,8,2010,8
56K-1460,BS(CS),EE442,Network Protocols and Standards,3,2.67,B-,Sp 2014,8,2010,8
56K-1461,BS(CS),CS102,Introduction to Computer Science,4,2.67,B-,Fa 2010,1,2010,1
56K-1461,BS(CS),MT101,Calculus - I,3,2,C,Fa 2010,1,2010,1
56K-1461,BS(CS),NS111,Physics,3,1.67,C-,Fa 2010,1,2010,1
56K-1461,BS(CS),SS102,English Language,4,4,A,Fa 2010,1,2010,1
56K-1461,BS(CS),SS113,Pakistan Studies,3,3,B,Fa 2010,1,2010,1
56K-1461,BS(CS),CS104,Computer Programming,4,2.33,C+,Sp 2011,2,2010,2
56K-1461,BS(CS),EE109,Digital Logic Design,4,3,B,Sp 2011,2,2010,2
56K-1461,BS(CS),MT115,Calculus - II,3,2,C,Sp 2011,2,2010,2
56K-1461,BS(CS),SS111,Islamic & Religious Studies,3,3.33,B+,Sp 2011,2,2010,2
56K-1461,BS(CS),SS122,English Composition,3,4,A,Sp 2011,2,2010,2
56K-1461,BS(CS),CS201,Data Structures,3,3.33,B+,Fa 2011,3,2010,3
56K-1461,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,3.33,B+,Fa 2011,3,2010,3
56K-1461,BS(CS),MG101,Fundamentals of Management,3,3.67,A-,Fa 2011,3,2010,3
56K-1461,BS(CS),MT104,Linear Algebra,3,2.67,B-,Fa 2011,3,2010,3
56K-1461,BS(CS),MT217,Discrete Structures,3,2.67,B-,Fa 2011,3,2010,3
56K-1461,BS(CS),CS206,Operating Systems,4,3,B,Sp 2012,4,2010,4
56K-1461,BS(CS),CS301,Theory of Automata,3,2.33,C+,Sp 2012,4,2010,4
56K-1461,BS(CS),CS313,Object Oriented Analysis & Design,4,4,A+,Sp 2012,4,2010,4
56K-1461,BS(CS),MG324,Business Ethics,3,1.67,C-,Sp 2012,4,2010,4
56K-1461,BS(CS),MT206,Probability & Statistics,4,2.67,B-,Sp 2012,4,2010,4
56K-1461,BS(CS),CS204,Database Systems,4,2,C,Fa 2012,5,2010,5
56K-1461,BS(CS),CS314,Computer Networks,4,3.67,A-,Fa 2012,5,2010,5
56K-1461,BS(CS),CS498,Information Systems Security,3,3,B,Fa 2012,5,2010,5
56K-1461,BS(CS),MT203,Differential Equations,3,3,B,Fa 2012,5,2010,5
56K-1461,BS(CS),SS401,Media and Advertising,3,2.67,B-,Fa 2012,5,2010,5
56K-1461,BS(CS),CS302,Design & Analysis of Algorithms,3,2.33,C+,Sp 2013,6,2010,6
56K-1461,BS(CS),CS303,Software Engineering,3,3,B,Sp 2013,6,2010,6
56K-1461,BS(CS),CS406,Web Programming,3,3.67,A-,Sp 2013,6,2010,6
56K-1461,BS(CS),EE204,Computer Architecture,3,2.67,B-,Sp 2013,6,2010,6
56K-1461,BS(CS),SS108,Technical and Business Writing,3,4,A,Sp 2013,6,2010,6
56K-1461,BS(CS),CS422,Human Computer Interaction,3,2.67,B-,Fa 2013,7,2010,7
56K-1461,BS(CS),CS428,Concurrent & Distributed Systems,3,2.33,C+,Fa 2013,7,2010,7
56K-1461,BS(CS),CS491,Project - I,3,3.33,B+,Fa 2013,7,2010,7
56K-1461,BS(CS),CS540,Design Patterns,3,3.67,A-,Fa 2013,7,2010,7
56K-1461,BS(CS),SS201,Professional Issues in IT,3,3.67,A-,Fa 2013,7,2010,7
56K-1461,BS(CS),CS444,Usability Engineering,3,3.67,A-,Sp 2014,8,2010,8
56K-1461,BS(CS),CS492,Project - II,3,3.33,B+,Sp 2014,8,2010,8
56K-1461,BS(CS),CS518,Software Quality Assurance,3,3.67,A-,Sp 2014,8,2010,8
56K-1461,BS(CS),EE442,Network Protocols and Standards,3,2.33,C+,Sp 2014,8,2010,8
56K-1461,BS(CS),MG213,Introduction to Business Finance,3,4,A,Sp 2014,8,2010,8
56K-1462,BS(CS),CS102,Introduction to Computer Science,4,3.33,B+,Fa 2010,1,2010,1
56K-1462,BS(CS),MT101,Calculus - I,3,1,D,Fa 2010,1,2010,1
56K-1462,BS(CS),NS111,Physics,3,1.33,D+,Fa 2010,1,2010,1
56K-1462,BS(CS),SS102,English Language,4,4,A,Fa 2010,1,2010,1
56K-1462,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1462,BS(CS),CS104,Computer Programming,4,1.33,D+,Sp 2011,2,2010,2
56K-1462,BS(CS),EE109,Digital Logic Design,4,2,C,Sp 2011,2,2010,2
56K-1462,BS(CS),MT115,Calculus - II,3,1,D,Sp 2011,2,2010,2
56K-1462,BS(CS),SS111,Islamic & Religious Studies,3,3.67,A-,Sp 2011,2,2010,2
56K-1462,BS(CS),SS122,English Composition,3,4,A,Sp 2011,2,2010,2
56K-1462,BS(CS),CS201,Data Structures,3,1,D,Fa 2011,3,2010,3
56K-1462,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,2.67,B-,Fa 2011,3,2010,3
56K-1462,BS(CS),MG101,Fundamentals of Management,3,3.33,B+,Fa 2011,3,2010,3
56K-1462,BS(CS),MT104,Linear Algebra,3,1.33,D+,Fa 2011,3,2010,3
56K-1462,BS(CS),MT217,Discrete Structures,3,1,D,Fa 2011,3,2010,3
56K-1462,BS(CS),CS206,Operating Systems,4,2.67,B-,Sp 2012,4,2010,4
56K-1462,BS(CS),CS301,Theory of Automata,3,2,C,Sp 2012,4,2010,4
56K-1462,BS(CS),CS313,Object Oriented Analysis & Design,4,3.33,B+,Sp 2012,4,2010,4
56K-1462,BS(CS),MG324,Business Ethics,3,2.33,C+,Sp 2012,4,2010,4
56K-1462,BS(CS),MT206,Probability & Statistics,4,2.67,B-,Sp 2012,4,2010,4
56K-1462,BS(CS),CS204,Database Systems,4,2,C,Fa 2012,5,2010,5
56K-1462,BS(CS),CS314,Computer Networks,4,4,A,Fa 2012,5,2010,5
56K-1462,BS(CS),CS498,Information Systems Security,3,4,A,Fa 2012,5,2010,5
56K-1462,BS(CS),MT203,Differential Equations,3,2,C,Fa 2012,5,2010,5
56K-1462,BS(CS),SS401,Media and Advertising,3,2,C,Fa 2012,5,2010,5
56K-1462,BS(CS),CS302,Design & Analysis of Algorithms,3,1.67,C-,Sp 2013,6,2010,6
56K-1462,BS(CS),CS303,Software Engineering,3,2.67,B-,Sp 2013,6,2010,6
56K-1462,BS(CS),CS411,Network Security,3,3.33,B+,Sp 2013,6,2010,6
56K-1462,BS(CS),EE204,Computer Architecture,3,2.67,B-,Sp 2013,6,2010,6
56K-1462,BS(CS),SS108,Technical and Business Writing,3,4,A,Sp 2013,6,2010,6
56K-1462,BS(CS),CS422,Human Computer Interaction,3,3.67,A-,Fa 2013,7,2010,7
56K-1462,BS(CS),CS428,Concurrent & Distributed Systems,3,2.33,C+,Fa 2013,7,2010,7
56K-1462,BS(CS),CS491,Project - I,3,3.67,A-,Fa 2013,7,2010,7
56K-1462,BS(CS),CS540,Design Patterns,3,2.67,B-,Fa 2013,7,2010,7
56K-1462,BS(CS),SS201,Professional Issues in IT,3,4,A,Fa 2013,7,2010,7
56K-1462,BS(CS),CS444,Usability Engineering,3,4,A,Sp 2014,8,2010,8
56K-1462,BS(CS),CS492,Project - II,3,3.33,B+,Sp 2014,8,2010,8
56K-1462,BS(CS),CS518,Software Quality Assurance,3,4,A,Sp 2014,8,2010,8
56K-1462,BS(CS),EE442,Network Protocols and Standards,3,2.67,B-,Sp 2014,8,2010,8
56K-1462,BS(CS),MG521,Leadership & Decision Making,3,3.67,A-,Sp 2014,8,2010,8
56K-1463,BS(CS),CS102,Introduction to Computer Science,4,1.67,C-,Fa 2010,1,2010,1
56K-1463,BS(CS),MT101,Calculus - I,3,1.67,C-,Fa 2010,1,2010,1
56K-1463,BS(CS),NS111,Physics,3,1.33,D+,Fa 2010,1,2010,1
56K-1463,BS(CS),SS102,English Language,4,3.33,B+,Fa 2010,1,2010,1
56K-1463,BS(CS),SS113,Pakistan Studies,3,2,C,Fa 2010,1,2010,1
56K-1463,BS(CS),CS104,Computer Programming,4,0,F,Sp 2011,2,2010,2
56K-1463,BS(CS),EE109,Digital Logic Design,4,1.33,D+,Sp 2011,2,2010,2
56K-1463,BS(CS),MT115,Calculus - II,3,1.67,C-,Sp 2011,2,2010,2
56K-1463,BS(CS),SS111,Islamic & Religious Studies,3,3.67,A-,Sp 2011,2,2010,2
56K-1463,BS(CS),SS122,English Composition,3,3.67,A-,Sp 2011,2,2010,2
56K-1463,BS(CS),CS104,Computer Programming,4,3.33,B+,Su 2011,Summer 1,2010,Summer 1
56K-1463,BS(CS),CS201,Data Structures,3,2,C,Fa 2011,3,2010,3
56K-1463,BS(CS),EE218,Comp. Organization & Assembly Lang.,4,3,B,Fa 2011,3,2010,3
56K-1463,BS(CS),MG101,Fundamentals of Management,3,2,C,Fa 2011,3,2010,3
56K-1463,BS(CS),MT104,Linear Algebra,3,0,F,Fa 2011,3,2010,3
56K-1463,BS(CS),MT217,Discrete Structures,3,1.67,C-,Fa 2011,3,2010,3
56K-1463,BS(CS),CS206,Operating Systems,4,1.33,D+,Sp 2012,4,2010,4
56K-1463,BS(CS),CS301,Theory of Automata,3,0,F,Sp 2012,4,2010,4
56K-1463,BS(CS),CS313,Object Oriented Analysis & Design,4,2.33,C+,Sp 2012,4,2010,4
56K-1463,BS(CS),MG103,Finance & Accounting,3,3.33,B+,Sp 2012,4,2010,4
56K-1463,BS(CS),MT206,Probability & Statistics,4,2.33,C+,Sp 2012,4,2010,4
56K-1463,BS(CS),CS204,Database Systems,4,1.67,C-,Fa 2012,5,2010,5
56K-1463,BS(CS),CS301,Theory of Automata,3,2.67,B-,Fa 2012,5,2010,5
56K-1463,BS(CS),CS314,Computer Networks,4,2.67,B-,Fa 2012,5,2010,5
56K-1463,BS(CS),MT104,Linear Algebra,3,3,B,Fa 2012,5,2010,5
56K-1463,BS(CS),MT203,Differential Equations,3,1.67,C-,Fa 2012,5,2010,5
56K-1463,BS(CS),CS302,Design & Analysis of Algorithms,3,0,F,Sp 2013,6,2010,6
56K-1463,BS(CS),CS303,Software Engineering,3,1.33,D+,Sp 2013,6,2010,6
56K-1463,BS(CS),CS406,Web Programming,3,1.67,C-,Sp 2013,6,2010,6
56K-1463,BS(CS),EE204,Computer Architecture,3,2,C,Sp 2013,6,2010,6
56K-1463,BS(CS),SS108,Technical and Business Writing,3,3.33,B+,Sp 2013,6,2010,6
56K-1463,BS(CS),SS103,Arabic Language,3,4,A,Su 2013,Summer 3,2010,Summer 3
56K-1463,BS(CS),CS302,Design & Analysis of Algorithms,3,0,F,Fa 2013,7,2010,7
56K-1463,BS(CS),CS422,Human Computer Interaction,3,2.67,B-,Fa 2013,7,2010,7
